标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业
zxw,tml,9be7233b-2b51-4e1f-89fd-fa12ba204548,1812,http://www.rabbitpre.com/m/BF7RVfi,【齐鲁银行西市场支行】2016年贵金属展销邀请函,金猴贺岁 灵猴献瑞 2016年1月18日 西市场支行贵金属展销邀您共赏！,心灵鸡汤,产品推广,无行业,银行
zxw,tml,68193a96-2085-4c55-8354-461c2ee36450,1813,http://www.rabbitpre.com/m/B2VfEBmrB,第21届虎门服交会邀请函,第21届中国（虎门）国际服装交易会暨2016虎门时装周,行业展会,行业展会,其它金融服务（待分）,服装相关
zxw,tml,286cd117-2e18-4b69-bb6b-9747b1ebe73d,1814,http://www.rabbitpre.com/m/zANFRfo,虚位以待，等你来拼！,,行业展会,招聘,服装,美容整形
zxw,tml,4984a46d-179c-4c61-9937-3e6c28b4ba28,1815,http://www.rabbitpre.com/m/JzErQne,属于你的购物攻略-湖南,提供新鲜、超值、品质、健康的商品给您挑选！,招聘,产品推广,服装,电商
zxw,tml,f4585afd-2eb4-4bbb-b154-56097ccc487a,1816,http://www.rabbitpre.com/m/Iv2mAfD,东阿一中九三级八班同学聚会邀请函,20年未见，同学你可好？,产品推广,校友会,购物中心,学校教育
zxw,tml,c82e47e3-48cd-401a-accc-60194ad468eb,1817,http://www.rabbitpre.com/m/eyVBY3rM3,我是第{{count}}位参加此次点击的用户,大齐POP秋季招生开始了！,校园事务,校园事务,学校教育,特长或素质培训
zxw,tml,e381aa78-cf5e-4cbd-91f8-e9d2a88c2e04,1818,http://www.rabbitpre.com/m/ZrMJrus,中商荟买  招商启动,社区超市联手荟买网，线上线下社区布局，打造私人定制购销平台！,招商,产品推广,购物中心,电商
zxw,tml,99737453-ccec-4bc0-a1e0-3f43c26d916c,1819,http://www.rabbitpre.com/m/RNNRniV,蒙台梭利艺术幼儿园,,产品推广,校园事务,购物中心,特长或素质培训
zxw,tml,a6a95cb1-3ef7-4d46-a1e8-6da3cd8895de,1820,http://www.rabbitpre.com/m/F36nYva,华夏学院专业介绍,,校园事务,校园事务,学校教育,学校教育
zxw,tml,1ac74701-ec97-49d7-8dd3-cbb8e228bab4,1821,http://www.rabbitpre.com/m/F3MZ7f9,诚信买买卖宝，赢在2016！！加油，come on,诚信买卖宝，诚信赢天下，财富大摇摆，大家一起来,校园事务,产品推广,学校教育,互联网金融
zxw,tml,bef83b92-08eb-42c1-9932-970b210d1710,1822,http://www.rabbitpre.com/m/YVneae0,美道100旺客隆店3月3日盛大开业！,美道100旺客隆店3月3日盛大开业！各种优惠各种送，多种大礼等你来拿！,产品推广,开业,工具软件,零售渠道
zxw,tml,109d462a-e487-418c-83b1-81b7c8f22c79,1823,http://www.rabbitpre.com/m/6uEn7IJna,紧急通知：多乐士油漆搬迁啦！！！,地址：中润国际商贸城1期22栋1楼12号 联系电话：6798877  13183754999,开业,事务性通知/科普,购物中心,家装建材
zxw,tml,fe37cd69-9e9e-44a7-beb2-4ddc282f09b4,1824,http://www.rabbitpre.com/m/FfyEv2b,I WANT YOU！！JOIN US！,I WANT YOU,产品推广,招聘,家装建材,互联网金融
zxw,tml,b2c030fc-6f6c-4dda-ba16-3b530f5fb242,1825,http://www.rabbitpre.com/m/ERIfizb6t,“浙江大学庆元精英班”上课时间通知,,招聘,校园事务,互联网金融,学校教育
zxw,tml,32a5c2dd-75b1-4d70-b8ed-ddfeb81a164e,1826,http://www.rabbitpre.com/m/bEzM7fk,立白好爸爸陪你过六一，来欧尚放“粽”到底！！！,立白好爸爸陪你过六一，来欧尚放“粽”到底~立减20元组合套餐，一惠到底（5.31-6.9）！,产品推广,产品推广,学校教育,清洁洗涤
zxw,tml,b99d4e95-379d-451e-a2e8-db5207ffe6b4,1827,http://www.rabbitpre.com/m/QYZBIB2zx,“阿里战神”梅开二度 隆重招募！！,“阿里战神”一期已陆续登陆各大舞台！成为阿里战神--灯光投下，音乐响起，掌声欢呼，一切等你！,招聘,招聘,学校教育,广告
zxw,tml,ce7c6fab-03c7-43ec-bc7a-e7ba45e37827,1828,http://www.rabbitpre.com/m/myM7Zni,元平方.开业邀请函,我们与其感叹 不如一起玩耍 ......2016.06.18...20:00,开业,开业,学校教育,无行业
zxw,tml,fd7019ff-33b7-4e2c-9c5b-1ef87a70f524,1829,http://www.rabbitpre.com/m/im6RNzs,寻软,寻找你需要的软件,招聘,产品推广,工具软件,内容平台
zxw,tml,160ef315-6137-47ad-893b-3cd13d927126,1830,http://www.rabbitpre.com/m/FF7vIzk,您是第{{count}}位参加此次点击的用户,Sieson丝颂潮沙龙诚邀您组队加入我们的平台，一起创造年轻的未来！,产品推广,招商,美发美甲,美发美甲
zxw,tml,36e42b52-d4b7-4862-9642-79f1048fdcb6,1831,http://www.rabbitpre.com/m/NrYRFzt,为爱结婚—2016沙坪坝王府井婚庆节,,产品推广,婚礼邀请,婚庆,无行业
zxw,tml,2af70246-7a73-4be2-b748-41aad945a084,1832,http://www.rabbitpre.com/m/RN3aYjW,一首新歌《我要陪你变老》美极了，送给在乎我的人！,,心灵鸡汤,心灵鸡汤,无行业,无行业
zxw,tml,cb2b5602-106f-4f62-b82e-b863135641b2,1833,http://www.rabbitpre.com/m/nryVvUZfi,半价没诚意，白送才疯狂【金宝贝母婴】,（金宝贝母婴）全场买多少，送多少，十一国庆乐翻天！你来消费我免单。半价没诚意，白送才疯狂,产品推广,产品推广,母婴用品,母婴用品
zxw,tml,6e1c879f-0271-416b-9bc9-1930c782026a,1834,http://www.rabbitpre.com/m/jVRQQIfaU,嘉兴野马汽车4S店,嘉兴野马汽车招聘通道开启~,招聘,招聘,汽车,汽车服务
zxw,tml,5a75b49d-7c66-4491-a9af-94af867db0be,1835,http://www.rabbitpre.com/m/NbmaEnP,广发银行西安分行暑期实习生招聘,广发银行西安分行暑期实习生招聘,招聘,招聘,银行,银行
zxw,tml,f14ef43d-851c-4e38-ba8a-9b9eef9c1970,1836,http://www.rabbitpre.com/m/V3AbqiV,蚂蚁金服风险情报超级战队招聘啦,蚂蚁金服妹子质量最佳的团队！,招聘,招聘,互联网金融,互联网金融
zxw,tml,7f295d50-4dda-4267-9755-f08f94d1636f,1837,http://www.rabbitpre.com/m/EFVVJvT,清华校友学堂健康大讲座,为帮助校友实现 “为祖国健康工作五十年”的目标，清华校友生命科学与医疗健康协会本着服务学校、服务校友,讲座,校园事务,,学校教育
zxw,tml,bee8cdb0-bf4e-4126-871b-b6cfe54a1ed8,1838,http://www.rabbitpre.com/m/bi6neav,配餐服务中心出品研发工作室,“健康伴我行”之“防核杯”厨艺达人秀活动圆满落幕,演出,行业论坛,餐饮,餐饮
zxw,tml,89c736e7-26c3-42c3-b052-1a8e6bcea4b8,1839,http://www.rabbitpre.com/m/yNeizbyNG,华裔财富中心,汇聚全球华人力量，开启您的创富之旅,产品推广,产品推广,理财,理财
zxw,tml,bc5093e9-00cb-4f9e-b0cc-99e6730c0165,1840,http://www.rabbitpre.com/m/3ra6YvMuw,南康万客隆超市竟然和心相印纸巾这样...,我和小伙伴都惊呆了，南康万客隆超市竟然这样做...,产品推广,产品推广,常见生活日用(可考虑再细分),零售渠道
zxw,tml,4f44616c-86e8-41dc-98c9-801183b2d988,1841,http://www.rabbitpre.com/m/bA3Qve2,贝基全国招商会·塔城站,最火爆的创业平台登录塔城，10月15日与你相约塔城华宝国际。微商常青藤贝基总代现场为你分析市场趋势！,招商,招商,学校教育,电商
zxw,tml,c034aa93-9a8b-4dd9-ba2c-b2f8a4f6072e,1842,http://www.rabbitpre.com/m/YJZJJvUvw,R'FTER 撒野 · SUMMER 2017大秀邀请函,Welcome to HPLY Fashion Show,产品推广,产品推广,服装,无行业
zxw,tml,ceafc652-889d-4476-8ee4-0e809b42dcc0,1843,http://www.rabbitpre.com/m/ZJZ3V3FBX,安徽·池州SIESON·潮沙龙要给你的夏天来点不一样的！,安徽·池州SIESON·丝颂，8月20日震撼来袭！期待你的到来!,产品推广,产品推广,洗发,美发美甲
zxw,tml,699a64d3-846d-4345-bec2-91bc4f6d24e4,1844,http://www.rabbitpre.com/m/3aU3im8,英大财险北京市通州支公司招聘,英大财险北京市通州支公司开始招聘啦~大家快来啊！,产品推广,招聘,保险,保险
zxw,tml,12d4d133-e972-4ccb-b269-cfac5406f8c5,1845,http://www.rabbitpre.com/m/b6Y3VRQ2h,皇室童缘5周年尾牙答谢晚宴,主题：新起点·共成长 ,年会/庆典,年会/庆典,服装,服装
zxw,tml,9c6e359a-1d13-4a5d-8aa5-274f56fe1385,1846,http://www.rabbitpre.com/m/jYrQ7nZ,广汽丰田2016第一届校园挑战赛,集结汽车人联盟 · 智造无界限未来,文化竞赛,艺术竞赛,汽车,汽车
zxw,tml,cf562f87-57de-4ee2-8dee-f6e6f2f842e3,1847,http://www.rabbitpre.com/m/FRuMYvEBj,彩如火——蒋烨水彩画品鉴会邀请函,彩如火——蒋烨水彩画品鉴会,行业展会,行业展会,出版,艺术品古董
zxw,tml,2d7d2104-9413-41d4-ab72-fd2e084d8193,1848,http://www.rabbitpre.com/m/nyyQjqW,郑州赋安防火门年会邀请函,,年会/庆典,行业展会,安保,家装建材
zxw,tml,c84bb768-b63d-488a-9aa2-2b9b14185dbe,1849,http://www.rabbitpre.com/m/2N2biriNJ,迎战台风【莎莉嘉】我是第{{count}}位为海南祈福的人！,台风无情，但你我有情！,心灵鸡汤,心灵鸡汤,无行业,其它社会服务
zxw,tml,db7b9b31-7a0c-41dc-9c0c-d5b4ba86405b,1850,http://www.rabbitpre.com/m/aqi7Ifqyh,分享100我来了,开启互联网＋全民通讯运营时代，分享100你我的运营世界,招聘,产品推广,通信,通信
zxw,tml,17cf523d-045c-40b4-b6f2-66ac4e86db4e,1851,http://www.rabbitpre.com/m/F7v6bqZ,【去农庄联袂智奇教育】超强记忆4小时免费教学已启动报名！,全面的记忆学习法则，深度挖掘记忆能力，给孩子的未来带来无限可能性！,校园事务,校园事务,学校教育,特长或素质培训
zxw,tml,5bd6128b-7de2-44b1-b02e-2aff3fe972cc,1852,http://www.rabbitpre.com/m/3me2IzY,江西德兴伊盾门窗盛大开业,伊盾门窗江西德兴旗旗舰店10月6日开业啦！！,开业,开业,家装建材,家装建材
zxw,tml,d35083c2-bcbe-4deb-a830-1a9aa6564897,1853,http://www.rabbitpre.com/m/A7zqY3s,艺书文心书法作品展,四川美术学院2016首届书法本科毕业生作品展,行业展会,校园事务,学校教育,艺术品古董
zxw,tml,dc326a72-8ef6-43ce-a325-0b33210ad5b5,1854,http://www.rabbitpre.com/m/zzNYnrMI7,盛夏，燃爆篮球激情！,,体育竞赛,体育竞赛,银行,银行
zxw,tml,73975644-6a56-4aa0-830b-51b6fae4ff1a,1855,http://www.rabbitpre.com/m/YVriMfD,皙泉元宵灯谜会！,猜灯谜！赢皙泉精美大礼！！,产品推广,产品推广,护肤,护肤
zxw,tml,7b937050-303e-4505-a1d4-d3a9acef1f9b,1856,http://www.rabbitpre.com/m/vmyyqqc,贵阳市政府和浙江大华技术股份有限公司战略合作协议签约,,其他,政府事务,数据计算服务,安保
zxw,tml,4b01c6b0-4d40-4fb8-8478-d6b06952d67f,1857,http://www.rabbitpre.com/m/VRAuaqaUU,为什么有些女人活得那么美？,,产品推广,心灵鸡汤,学校教育,无行业
zxw,tml,4a1f7792-d11a-4c36-9fa1-2f0c4cf77592,1858,http://www.rabbitpre.com/m/EnbiFZvqt,砂石航母  扬帆起航,赣昌砂石召开2016年企业年会,年会/庆典,年会/庆典,材料,材料
zxw,tml,437ee8ab-1f78-4718-96d7-9a42a38e67a7,1859,http://www.rabbitpre.com/m/RI3NmF3j7,东方金子塔幼稚园国际时代校区2016秋季招生开始啦~,东方金子塔赣州分校十周年庆,年会/庆典,校园事务,学校教育,学校教育
zxw,tml,cadc22da-783e-41db-aa37-e9faf757979f,1860,http://www.rabbitpre.com/m/r6QQAIf6x,携手邮储，点亮未来,中国邮政储蓄银行湖南省分行2017年校园招聘,招聘,招聘,银行,银行
zxw,tml,ff71f883-03f0-475d-af7d-aceb9cbdff00,1861,http://www.rabbitpre.com/m/VRAYJJRIb,兴农中学-贵阳银行学费缴费指南,让缴费变得更简单，生活变得更美好！,事务性通知/科普,校园事务,学校教育,学校教育
zxw,tml,e40ec466-caca-4749-8f81-556ad7fd0c8e,1862,http://www.rabbitpre.com/m/Injra62FN,四川马帮2015年度年会暨越野嘉年华召集令,,俱乐部活动,俱乐部活动,,其它社会服务
zxw,tml,7a03eae4-4f3c-496c-acda-b3b59112acd4,1863,http://www.rabbitpre.com/m/3jz7QAIJ3,猫和老鼠回来了！？,猫和老鼠网咖邀请函,开业,产品推广,网吧；其它休闲娱乐场所,网吧
zxw,tml,8338dbf6-a3b8-4857-8a37-b4db415b1a66,1864,http://www.rabbitpre.com/m/jNYv6eaik,「招聘模版」招募小伙伴啦~你有料，你就来！,我就是你的菜，快到盆里来~！,招聘,招聘,旅游,旅游
zxw,tml,319d3f59-f04e-4164-a7b0-90f6608f435f,1865,http://www.rabbitpre.com/m/E3biVnjzw,圣诞晚会,民族幼儿师范外语组倾力呈现,演出,校园事务,学校教育,学校教育
zxw,tml,b8b5cef9-6409-4927-ac5c-e71d98ad8670,1866,http://www.rabbitpre.com/m/ANZNnyG,百雀羚气韵秋季美白补水节,,产品推广,产品推广,美妆,护肤
zxw,tml,e1355312-51ce-4af5-b831-af078bec5f87,1867,http://www.rabbitpre.com/m/aMz2M3p,热烈祝贺海尔冰洗强势入驻万信电器超市,热烈祝贺海尔冰洗强势入驻万信电器超市大型活动,产品推广,产品推广,家电,家电
zxw,tml,06e8517d-aa13-45e0-a8ab-1508dafc0181,1868,http://www.rabbitpre.com/m/QeizVZfix,开疆拓土 共创雅居,重金酬谢，“开疆”海南计划 正式启动,招商,产品推广,商业地产,房地产
zxw,tml,31359b58-c211-4300-aeaa-3fb5626bf5a5,1869,http://www.rabbitpre.com/m/Y7viAnJ,合伙人招募帖,合力，您梦想扬帆起航的地方。,招商,产品推广,家装建材,家装建材
zxw,tml,0702f28c-0797-4be9-b8eb-a72e2a4f92b0,1870,http://www.rabbitpre.com/m/vqybybq67,张岭&祝小民“真性情”音乐现场,在当今社会，广告宣传布满天下，我们的广告宣传算个球呀。我们所做的就是：把音乐归还给音乐！,演出,产品推广,音乐,音乐
zxw,tml,cba46a6c-8842-4e25-89de-789fd31f95e5,1871,http://www.rabbitpre.com/m/buqU32S,郎酒集团战略品牌郎酒郎哥  平顶山上市发布会,郎酒郎哥·自由自己,产品推广,产品推广,酒,酒
zxw,tml,015bde15-b807-45ec-82e6-6dd961838725,1872,http://www.rabbitpre.com/m/Iz2yYn1,2016浙江联通终端众筹订货会暨同心伙伴大会,开放创新，共筹辉煌,讲座,年会/庆典,通信,通信
zxw,tml,df4654e1-8d9c-4b7a-b5c9-a8768c239c99,1873,http://www.rabbitpre.com/m/QnUZZnr,穆斯林如何对待休闲娱乐,,心灵鸡汤,心灵鸡汤,无行业,无行业
zxw,tml,8d67d0e7-ccdb-42f1-96e1-8346b4017a6f,1874,http://www.rabbitpre.com/m/2rU37u6eJ,0元秒杀 暑期逆袭专场,0元秒杀|双眼皮、超冰无痛脱毛等6大经典项目，限时、限量，等你来秒！！！ ,产品推广,产品推广,美容整形,美容整形
zxw,tml,c402aad3-5124-472b-97e3-402aeb287fce,1875,http://www.rabbitpre.com/m/zaMJ3m8,老兵会聚会邀请函,包头老兵会诚挚邀请您的到来！,朋友聚会,朋友聚会,无行业,无行业
zxw,tml,865ebace-c610-462c-8876-97ba58cbe10e,1876,http://www.rabbitpre.com/m/mmYJFvK,她是你认识的海清么？,5月28日国民媳妇衣柜日，带你去见她！（北京·北四环·居然之家）,产品推广,产品推广,家具,服装相关
zxw,tml,cf200f21-8558-47f3-9e5d-96f263f9c38b,1877,http://www.rabbitpre.com/m/mFnbMInb5,易贝乐携手香格里拉与您共享万圣节饕餮盛宴,,产品推广,产品推广,学校教育,酒店
zxw,tml,40695405-ae64-44cb-bd26-10d6502c34e7,1878,http://www.rabbitpre.com/m/bIbAFfQ,招聘-简洁系,专业模板打造，只为方便大家。,招聘,招聘,安保,安保
zxw,tml,9838d700-e230-4e70-9f8c-6ba8cab8b846,1879,http://www.rabbitpre.com/m/uyNQ2FJJn,RCF线阵巡展北京站邀请函,北京神州利业与杭州创达联合举办RCF原装进口系列线阵品鉴与交流会，诚挚邀请您莅临参加！,行业展会,行业展会,家具,非生活消费品
zxw,tml,aa6b40ea-49c2-40d3-a104-e228c8d9dd5a,1880,http://www.rabbitpre.com/m/j7uiNI3bE,德澳集团2016年新春团拜会！,分享成果、分享喜悦、共迎美好明天！,演出,节日祝福,物流,3C产品
zxw,tml,6c4ece3a-663f-47f1-b828-330bcadd5be2,1881,http://www.rabbitpre.com/m/EzyUF3e,大族激光光纤打标产品线简介,光纤光纤，一路领先！,产品推广,产品推广,机械制造,材料
zxw,tml,189c5032-03c2-4c66-a3ff-bd9ebdf0a38c,1882,http://www.rabbitpre.com/m/n2aeq2d,千字文巨型标钉日照研讨会,,产品推广,行业论坛,学校教育,自媒体
zxw,tml,d02edc63-97b1-458f-a6cd-a2cd0f953fd5,1883,http://www.rabbitpre.com/m/NjUZ7jQ,森燊记烤鱼吧,20余年悉心研究 为满足每一个你。,产品推广,产品推广,餐饮,餐饮
zxw,tml,346f840b-0a4e-466e-9520-0a5a62b3e533,1884,http://www.rabbitpre.com/m/j2mQjmd,敢想敢为-加入腾讯MIG，Make It Great!,敢想敢为，这是你的舞台 我们已在这里，我们期待你来 加入MIG Make It Great！ ,招聘,招聘,游戏,软件互联网
zxw,tml,5977d45d-b382-4869-b216-fe8017777b96,1885,http://www.rabbitpre.com/m/ai6FVr,荣昌制药（淄博）有限公司,,产品推广,产品推广,医药用品,医药用品
zxw,tml,4059fe85-cf44-44f4-a577-a7a817795b14,1886,http://www.rabbitpre.com/m/VRYR2VJva,银宝山新-CHINAPLAS2016-邀请函,,行业展会,行业展会,其它3C产品,材料
zxw,tml,5a7755d2-99dd-44bc-95b7-0a894f78dbc6,1887,http://www.rabbitpre.com/m/7VRf63R,乡村集市,新年大促销，风格大方简约，更容易编辑哦~高端定制：最后一页扫一扫二维码添加。谢谢。,产品推广,产品推广,购物中心,餐饮
zxw,tml,fdba7049-477b-4634-bfc5-e951d63e89c4,1888,http://www.rabbitpre.com/m/n7IfyrU3Y,名模价临·开业巨献，新丝路模特空降宜春掀起购砖狂潮！,名模价临·开业巨献，新丝路模特空降宜春掀起购砖狂潮！瓷片1元1片起，全场工厂直供价！下定就有高额返现,开业,开业,家装建材,家装建材
zxw,tml,971e98e7-f58f-4564-8d99-5f4e8aa7a09f,1889,http://www.rabbitpre.com/m/v62NIZnFX,优越网总经理,辽阳优越网是辽阳本地优惠信息发布平台，这里汇集辽阳百余商家优惠，了解更多资讯请看辽阳优越网！,产品推广,产品推广,内容平台,内容平台
zxw,tml,7f494b92-6277-4ff6-a700-a7290bc014f3,1890,http://www.rabbitpre.com/m/FBeaEBYfz,@你，倪氏海泰全国通用储值卡钜惠办理中，就差你还没办了！,倪氏海泰品牌旗下各单位（十店通用，住房、餐饮、会议、洗浴、外卖） “迎新纳福，储值卡优惠大赠送”,产品推广,产品推广,餐饮；酒店,消费服务业
zxw,tml,b2f13abb-86c7-4c92-8d3e-0ec3eec514c8,1891,http://www.rabbitpre.com/m/MAea6InbG,尊享好礼送给您,,产品推广,产品推广,银行,邮政
zxw,tml,b341a59b-494e-4ac9-a6ec-982f99dac280,1892,http://www.rabbitpre.com/m/juy2EfG,#2017金太阳（春夏）家纺设计营商周#岁月如梭，创新不辍！,16年守望，16年坚持，金太阳领创的脚步从未停息，伴你一路同行，成就最好的自己。,产品推广,产品推广,家纺,家纺
zxw,tml,b966565d-19a1-4108-b35d-079fb1a01338,1893,http://www.rabbitpre.com/m/JJrMv2H,MTS艺术美妆盛大开业,2016年4月24日，MTS艺术美妆购物公园店盛大开业，邀请您的参与！,开业,开业,美妆,美妆
zxw,tml,ff91f61c-416a-47c3-aa12-135ed0b98a1c,1894,http://www.rabbitpre.com/m/fYzIVf3,加科美容美发品商行520与您一起爱不停！,5.20-i love you-我爱你-朋友圈领好礼啦！数量有限！快来店抢购吧！,产品推广,产品推广,美妆,美容整形、美发美甲
